hometown,race,Hispanic,sexual_orientation,gender,trans,first_gen,disables,household_income,athlete,rotc,secondary_school,classes_ap,classes_ib,classes_honors,classes_dual,extracurriculars,ai,gap_year,admissions,other_univ,sat_binary,sat_score,act_binary,act_score,admissions_assistance,legacy,legacy_binary,three_reasons,activities,college_accepted,college_switch,pre_professional,commons_house,commons_house_wish,financial_aid,merit_scholar,loans,greek_life,political_ideology,divest,abolish_gl,administration_politics,affirmative_action,legacy_opinion,abortion,gender_affirming_care,gun_control,vote,sex,romantic_relationships,alcohol,weed,drugs,fake_id
Massachusetts,White/Caucasian,No,Heterosexual,Female,No,No,No,"$50,000 - $74,999",No,No,Public,5,My school did not offer,7,0,"Advocacy, Athletics, Community Service, Family Responsibilities, Work/Internship (Paid)",No,Yes,EDII,NA,No,,Yes,34,Standardized testing (ACT/SAT) tutoring,"Yes, extended family",Yes,"Academics, School size, Campus",Campus tour,College of Arts of Science,"Yes, Peabody",No,Stambaugh,Stambaugh,No,"Yes, full tuition",$0 ,Not sure,2,4,5,3,6,1,7,6,7,"Yes, in my home state/country",No,2,Once a week,Never,None,
North Carolina,White/Caucasian,No,Bisexual/pansexual,Female,No,No,No,"$150,000 - $199,999",No,No,Charter,10+,My school did not offer,10+,My school did not offer,"Academic Clubs/Competition, Advocacy, Community Service, Music, Research",No,No,Regular Decision,"UNC Chapel Hill, Duke University, University of Virginia, University of Maryland, University of Pittsburgh, McGill University, Boston University, Northeastern University, Case Western Reserve University, University of Rochester",No,,Yes,36,Standardized testing (ACT/SAT) tutoring,"Yes, extended family",Yes,"Location, Academics, Campus","Campus tour, Anchor Day (admitted students day)",School of Engineering,No,"Yes, as a pre-med student",Sutherland,Sutherland,No,No,$0 ,No,1,7,5,4,7,1,7,7,7,"Yes, in my home state/country",No,0,Never,Never,None,N/A (I have never owned a fake ID)
Florida,White/Caucasian,Yes,Heterosexual,Male,No,No,No,"$1,000,000 or more",No,No,Public,10+,My school did not offer,10+,0,"Academic Clubs/Competition, Community Service, Student Government",Yes,No,EDI,None. Had to cancel applications after I got accepted to Vanderbilt,Yes,1490,No,,Standardized testing (ACT/SAT) tutoring,"Yes, extended family",Yes,"Location, Academics, School size, Brand name/rankings, Campus","Campus tour, Anchor Day, Commodore Launch, MOSAIC, Anchor Day (admitted students day)",College of Arts of Science,No,No,Memorial,Hank Ingram,No,"Yes, full tuition",$0 ,"Yes, I plan to participate in IFC recruitment",5,5,1,4,2,5,1,1,4,"Yes, in my home state/country",No,0,Once a month,Never,None,N/A (I have never owned a fake ID)
Oklahoma,White/Caucasian,No,Heterosexual,Female,No,No,No,"$150,000 - $199,999",No,No,Public,3,My school did not offer,3,3,"Academic Clubs/Competition, Community Service, Music, Student Government, Theater",No,No,EDI,,Yes,1300,Yes,32,Standardized testing (ACT/SAT) tutoring,"Yes, extended family",Yes,"Academics, Brand name/rankings, Campus",Campus tour,College of Arts of Science,No,No,Sutherland,Stambaugh,"Yes, more than half the cost of attendance",No,$0 ,No,3,4,4,1,1,1,7,7,6,"I am eligible to vote, but am not registered",No,2,Never,Never,None,N/A (I have never owned a fake ID)
Tennessee,White/Caucasian,No,Heterosexual,Female,No,No,Yes,"$300,000 - $499,999",No,No,Private,8,My school did not offer,1,My school did not offer,"Academic Clubs/Competition, Family Responsibilities, Internship (unpaid), Journalism, Speech and Debate, Work/Internship (Paid)",Yes,No,EDI,Belmont University ,No,,Yes,34,"Standardized testing (ACT/SAT) tutoring, College counseling","Yes, extended family",Yes,"Location, Academics, Post-grad opportunities, Brand name/rankings, Campus","Campus tour, 'Dore For A Day",Peabody College of Education and Human Development,No,"Yes, as a pre-law student",North,Gillette,No,No,I don't know,"Yes, I plan to participate in Panhellenic recruitment",3,6,2,3,7,4,6,6,7,"Yes, in Tennessee",No,1,Once a month,Once a month,None,Florida
Indiana,White/Caucasian,No,Heterosexual,Male,No,No,No,"$750,000 - $999,999",No,No,Private,8,My school did not offer,My school did not offer,My school did not offer,"Athletics, Community Service, Music, Model UN, Student Government",No,No,EDII,,No,,Yes,34,"Standardized testing (ACT/SAT) tutoring, College counseling","Yes, extended family",Yes,"Location, Academics, School size",Campus tour,College of Arts of Science,No,No,Stambaugh,Stambaugh,No,No,$0 ,"Yes, I plan to participate in IFC recruitment",6,3,1,1,2,4,4,3,6,"Yes, in my home state/country",Yes,2,Four or more times a week,Once a month,None,"Indiana, Michigan"
Oregon,White/Caucasian,No,Bisexual/pansexual,Male,No,No,No,"$300,000 - $499,999",No,No,Public,8,My school did not offer,2,4,"Academic Clubs/Competition, Athletics, Community Service, Speech and Debate, Work/Internship (Paid)",Yes,No,EDII,"University of Michigan, University of Oregon, Oregon State University.",No,,No,,No,"Yes, one parent",Yes,"Cost, Academics, Post-grad opportunities",Campus tour,College of Arts of Science,No,"Yes, as a pre-law student",Hank Ingram,Hank Ingram,"Yes, more than half the cost of attendance",No,"$5,000 - $9,999",Not sure,2,7,3,3,6,2,7,7,5,I am not eligible to vote,No,0,Once a month,Once a week,None,N/A (I have never owned a fake ID)
Tennessee,White/Caucasian,No,Heterosexual,Male,No,No,No,"$300,000 - $499,999",No,No,Public,10+,My school did not offer,10+,0,"Academic Clubs/Competition, Athletics, Community Service, Model UN, Religious group",No,No,EDI,,No,,Yes,36,No,"Yes, one parent",Yes,"Location, Academics, School size, Brand name/rankings","Campus tour, Commodore Launch",College of Arts of Science,No,No,Stambaugh,Hank Ingram,No,"Yes, partial tuition",$0 ,No,4,5,7,1,4,4,6,6,4,"Yes, in my home state/country",No,0,Twice a week,Never,,N/A (I have never owned a fake ID)
Texas,White/Caucasian,No,Bisexual/pansexual,Female,No,No,No,"$75,000 - $99,999",No,No,Public,7,My school did not offer,10+,0,"Academic Clubs/Competition, Athletics, Community Service, Internship (unpaid), Music, Work/Internship (Paid)",No,No,Regular Decision,"Rice, Carnegie Mellon, university of British Columbia, university of Michigan, Manhattan school of music",Yes,1560,No,,College counseling,"Yes, one parent",Yes,"Cost, Faculty, Brand name/rankings",None,Blair School of Music,"Yes, Engineering",No,Stambaugh,Stambaugh,"Yes, less than half the cost of attendance","Yes, partial tuition",$0 ,No,1,7,2,5,5,1,7,5,7,"I am eligible to vote, but am not registered",Yes,0,Four or more times a week,Once a week,Cocaine,Oklahoma
Tennessee,White/Caucasian,No,Heterosexual,Male,No,No,Yes,"$300,000 - $499,999",No,No,Private,8,My school did not offer,10+,2,"Academic Clubs/Competition, Community Service, Music, Religious group",No,No,Regular Decision,"Harding University, University of Alabama Huntsville, University of Alabama, Tennessee Tech University",No,,Yes,36,Standardized testing (ACT/SAT) tutoring,"Yes, one parent",Yes,"Location, Academics, Brand name/rankings","Campus tour, Anchor Day, Anchor Day (admitted students day)",School of Engineering,No,No,West,West,"Yes, less than half the cost of attendance","Yes, partial tuition",$0 ,No,4,2,4,2,1,1,3,2,5,"I am eligible to vote, but am not registered",No,0,Never,Never,None,N/A (I have never owned a fake ID)
New York,White/Caucasian,No,Heterosexual,Male,No,No,No,"$100,000 - $149,999",No,No,Private,My school did not offer,My school did not offer,7,My school did not offer,"Academic Clubs/Competition, Athletics, Journalism, Music, Student Government, Theater",No,No,Waitlist,"Vassar College, Pomona College, Cornell University, Wesleyan University, University of Vermont, Syracuse University, Villanova University, Hamilton College",No,,Yes,35,Standardized testing (ACT/SAT) tutoring,"Yes, one parent",Yes,"Cost, Location, Academics, School size, Brand name/rankings, Campus",Campus tour,Peabody College of Education and Human Development,No,No,Sutherland,Hank Ingram,"Yes, less than half the cost of attendance",No,"$150,000 - $200,000",Not sure,3,5,5,4,4,5,7,7,7,"Yes, in my home state/country",No,1,Once a week,Three times a week,"LSD (Acid), Psilocybin (Shrooms)",New York
Georgia,White/Caucasian,No,Heterosexual,Male,No,No,No,"$500,000 - $749,999",Yes,No,Private,10+,My school did not offer,10+,My school did not offer,"Athletics, Community Service, Model UN, Religious group, Student Government",Yes,No,EDI,Georgia Tech,No,,Yes,35,Standardized testing (ACT/SAT) tutoring,"Yes, one parent",Yes,"Academics, Brand name/rankings, Campus",Campus tour,College of Arts of Science,No,"Yes, as a pre-med student",Sutherland,Sutherland,No,No,$0 ,"Yes, I plan to participate in IFC recruitment",7,1,1,1,1,7,1,1,2,"Yes, in my home state/country",No,0,Never,Never,None,N/A (I have never owned a fake ID)
Florida,White/Caucasian,No,Heterosexual,Female,No,No,No,"$150,000 - $199,999",No,No,Public,7,6,0,0,"Athletics, Community Service, Religious group, Work/Internship (Paid)",No,No,EDI,N/A,Yes,1580,Yes,35,Standardized testing (ACT/SAT) tutoring,"Yes, one parent",Yes,"Academics, School size, Campus",Campus tour,College of Arts of Science,No,No,Stambaugh,Stambaugh,No,No,$0 ,Not sure,5,6,1,1,3,4,2,2,5,"Yes, in my home state/country",No,0,Never,Never,None,N/A (I have never owned a fake ID)
Texas,White/Caucasian,No,Heterosexual,Male,No,No,No,"$300,000 - $499,999",No,No,Private,7,My school did not offer,5,0,"Academic Clubs/Competition, Community Service, Student Government",Yes,No,Regular Decision,,Yes,1540,Yes,34,"Standardized testing (ACT/SAT) tutoring, College counseling, Other","Yes, one parent",Yes,"Location, Academics, Brand name/rankings","Campus tour, Commodore Launch",School of Engineering,No,No,Sutherland,Hank Ingram,"Yes, less than half the cost of attendance","Yes, partial tuition",$0 ,No,3,7,3,5,5,5,7,6,7,"Yes, in my home state/country",No,2,Once a semester,Never,None,N/A (I have never owned a fake ID)
Nevada,White/Caucasian,No,Questioning/unsure,Nonbinary or gender nonconforming,Yes,No,Yes,"$1,000,000 or more",Yes,Yes,Home School,10+,10+,10+,10+,"Academic Clubs/Competition, Advocacy, Athletics, Community Service, Cultural and Affinity Clubs, Dance, Family Responsibilities, Internship (unpaid), Journalism, JROTC, Music, Model UN, Religious group, Research, Speech and Debate, Student Government, Theater, Visual Art, Work/Internship (Paid), yes",No,Yes,Waitlist,Vunderbilt University (The Univeristy of the North) ,Yes,802,Yes,39.5,Other,"Yes, one parent, Yes, both parents, Yes, sibling(s), Yes, extended family, No",Yes,School size,"Commodore Launch, MOSAIC, None",Blair School of Music,"Yes, Blair","Yes, on another pre-professional track",Memorial,West,"Yes, full cost of attendence","Yes, full tuition","$50,000 - $74,999",No,1,1,1,7,1,7,1,1,1,I am not eligible to vote,No,3,Four or more times a week,Four or more times a week,"Cocaine, MDMA (Ecstasy/Molly), Heroin, Psilocybin (Shrooms), Prescription Opioids (Oxy)","Iowa, Missouri, U.S. Territories, Utah"
Tennessee,White/Caucasian,No,Heterosexual,Female,No,No,No,"$150,000 - $199,999",No,No,Public,10+,My school did not offer,7,0,"Academic Clubs/Competition, Community Service, Religious group, Visual Art",No,No,EDI,"University of Georgia, University of Tennessee",No,,Yes,35,No,"Yes, one parent, Yes, extended family",Yes,"Location, Academics, Campus","Campus tour, 'Dore For A Day",College of Arts of Science,No,No,Sutherland,Sutherland,No,"Yes, partial tuition",I don't know,No,3,5,3,3,5,5,2,2,7,"Yes, in Tennessee",No,0,Never,Never,None,N/A (I have never owned a fake ID)
Tennessee,White/Caucasian,No,Heterosexual,Male,No,No,No,"$100,000 - $149,999",No,No,Public,9,My school did not offer,10+,3,"Academic Clubs/Competition, Athletics, Community Service, Music",No,No,Regular Decision,"UT Knoxville, Washington & Lee, UNC Chapel Hill, Miami Ohio, Wofford, ",No,,Yes,35,Standardized testing (ACT/SAT) tutoring,"Yes, one parent, Yes, extended family",Yes,"Cost, Location, Academics","Campus tour, 'Dore For A Day, Anchor Day, Commodore Launch, Anchor Day (admitted students day)",College of Arts of Science,No,"Yes, as a pre-med student",Stambaugh,Hank Ingram,"Yes, more than half the cost of attendance",No,$0 ,Not sure,5,6,2,4,1,2,3,3,5,"I am eligible to vote, but am not registered",No,3,Never,Never,,N/A (I have never owned a fake ID)
New Jersey,Asian/Pacific Islander,No,Heterosexual,Male,No,No,No,"$200,000 - $299,999",No,No,Public,10+,My school did not offer,10+,0,"Academic Clubs/Competition, Advocacy, Community Service, Internship (unpaid), Journalism, Model UN, Research, Speech and Debate",No,No,EDI,"UVA, Rutgers",Yes,1530,No,,"Standardized testing (ACT/SAT) tutoring, College counseling","Yes, one parent, Yes, extended family",Yes,"Academics, Faculty, Post-grad opportunities, Brand name/rankings",Commodore Launch,College of Arts of Science,No,No,Hank Ingram,Hank Ingram,No,No,$0 ,Not sure,7,1,1,1,1,5,2,1,1,"Yes, in my home state/country",,1,Once a month,Never,None,New Jersey
Florida,African American/Black,No,Heterosexual,Female,No,No,No,"$0 - $49,999",No,No,Public,4,My school did not offer,7,2,"Academic Clubs/Competition, Athletics, Community Service, Internship (unpaid), Student Government",No,No,Regular Decision,"Notre Dame, John’s Hopkins, Georgia Tech, Boston Univeristy, university of Florida, FSU, UNC Chapel Hill",No,,No,,No,"Yes, sibling(s)",Yes,"Cost, Location, Academics",None,School of Engineering,No,"Yes, as a pre-med student",East,Crawford,"Yes, full cost of attendence",No,$0 ,Not sure,1,7,7,4,7,2,7,3,7,"Yes, in my home state/country",No,0,Never,Never,None,N/A (I have never owned a fake ID)
Texas,Asian/Pacific Islander,No,Heterosexual,Male,No,No,No,"$0 - $49,999",No,No,Public,7,My school did not offer,4,1,"Academic Clubs/Competition, Athletics, Family Responsibilities, Music",Yes,No,Regular Decision,,Yes,1480,Yes,33,No,"Yes, sibling(s)",Yes,"Location, Academics, Brand name/rankings",None,School of Engineering,No,No,Crawford,Crawford,"Yes, full cost of attendence",No,$0 ,No,3,4,4,4,5,1,6,3,6,I am registered to vote but do not vote,Yes,2,Once a month,Never,,N/A (I have never owned a fake ID)
Colorado,Asian/Pacific Islander,No,Heterosexual,Female,No,No,,"$50,000 - $74,999",No,No,Public,7,7,5,My school did not offer,"Community Service, Speech and Debate, Visual Art",Yes,No,EDI,,Yes,1500,No,,No,"Yes, sibling(s)",Yes,"Cost, Academics, Brand name/rankings",None,School of Engineering,No,No,Memorial,Sutherland,"Yes, more than half the cost of attendance","Yes, partial tuition","$5,000 - $9,999",No,3,4,2,5,3,5,7,5,6,"I am eligible to vote, but am not registered",No,2,,,,
Wisconsin,White/Caucasian,No,Heterosexual,Female,No,No,No,"$1,000,000 or more",No,No,Public,9,My school did not offer,4,3,"Academic Clubs/Competition, Athletics, Community Service, Journalism, Music, Religious group, Work/Internship (Paid)",No,No,EDI,,No,,Yes,36,College counseling,"Yes, sibling(s)",Yes,"Academics, School size, Campus","Campus tour, 'Dore For A Day",College of Arts of Science,No,"Yes, as a pre-med student",Crawford,Crawford,No,"Yes, partial tuition",I don't know,No,3,6,6,3,5,1,6,7,7,"Yes, in my home state/country",No,0,Never,Never,None,N/A (I have never owned a fake ID)
New Jersey,White/Caucasian,No,Heterosexual,Female,No,No,No,"$100,000 - $149,999",No,No,Public,8,My school did not offer,10+,My school did not offer,"Academic Clubs/Competition, Athletics, Community Service, Work/Internship (Paid)",No,No,EDI,"Auburn University, University of South Florida",No,,Yes,35,Standardized testing (ACT/SAT) tutoring,"Yes, sibling(s)",Yes,"Location, Academics, Campus","Campus tour, Commodore Launch",College of Arts of Science,No,No,North,Hank Ingram,"Yes, more than half the cost of attendance",No,"$5,000 - $9,999","Yes, I plan to participate in Panhellenic recruitment",3,7,1,2,3,3,6,5,7,"Yes, in my home state/country",Yes,1,Once a week,Never,None,N/A (I have never owned a fake ID)
Georgia,African American/Black,No,Heterosexual,Female,No,No,No,"$1,000,000 or more",No,No,Private,7,0,3,0,"Academic Clubs/Competition, Community Service, Cultural and Affinity Clubs, Dance, Internship (unpaid), Model UN, Religious group, Research, Student Government, Theater",No,No,EDII,"University of GA, UNC Chapel Hill",No,,Yes,32,Standardized testing (ACT/SAT) tutoring,"Yes, sibling(s)",Yes,"Location, Academics, Campus","Campus tour, Anchor Day, Anchor Day (admitted students day)",College of Arts of Science,No,"Yes, as a pre-med student",Gillette,Hank Ingram,No,No,$0 ,Not sure,3,4,1,1,4,3,6,7,7,"I am eligible to vote, but am not registered",No,0,,Never,None,N/A (I have never owned a fake ID)
New Jersey,White/Caucasian,No,Heterosexual,Female,No,No,No,"$750,000 - $999,999",No,No,Private,1,2,2,My school did not offer,"Academic Clubs/Competition, Advocacy, Athletics, Community Service, Student Government, Work/Internship (Paid)",Yes,No,EDI,,No,,No,,Standardized testing (ACT/SAT) tutoring,"Yes, sibling(s)",Yes,"Academics, School size, Campus",Campus tour,Peabody College of Education and Human Development,"Yes, A&S","Yes, as a pre-law student",Stambaugh,Stambaugh,No,No,$0 ,Not sure,2,7,6,5,6,1,7,7,7,"Yes, in Tennessee",Yes,1,Twice a week,Never,Adderall,Connecticut
